titulo,empresa,salario,ubicacion,tipo_de_trabajo,fecha_de_publicacion,enlace
Ingeniero de datos - Databricks Gold,Page Personnel,,Barcelona,Híbrido,02/04/2026,https://www.tecnoempleo.com/ingeniero-datos-databricks-gold-page-personnel/spark-pyspark/rf-0e891a8c329c13a7af46
Administrador de sistemas,HAYS,24.000€ - 30.000€,Barcelona,Híbrido,02/04/2026,https://www.tecnoempleo.com/administrador-sistemas-hays/windows-server-exchange/rf-efd3155e5298a30dcd4d
Analista Funcional .NET / Angular (Temporal),Grupo Digital,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/analista-funcional-net-angular-temporal-grupo-digi/net-azure/rf-a7b31ae8723a83370a4d
Consultor Amazon - Agencia Marketing,Page Personnel,24.000€ - 30.000€,Madrid,,02/04/2026,https://www.tecnoempleo.com/consultor-amazon-agencia-marketing-page-personnel/marketing/rf-beac1bbfc2b3d32b764c
Analista de incidentes N3 SOC,Grupo Digital,,Madrid,Presencial,02/04/2026,https://www.tecnoempleo.com/analista-incidentes-n3-soc-grupo-digital/siem/rf-5c7810e812ed0391d042
Analista Programador/a .NET,Nextret,33.000€ - 39.000€,Barcelona,Híbrido,02/04/2026,https://www.tecnoempleo.com/analista-programador-net-nextret/net-sql/rf-efc312a1a2bcb308574f
Desarrollador/a Backend (H/M),Michael Page,,,Presencial,02/04/2026,https://www.tecnoempleo.com/desarrollador-backend-h-m-michael-page/nodejs-typescript/rf-457f17509231338d594a
Ingeniero/a de software embebido C/C++,GMV,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/ingeniero-software-embebido-c-c-gmv/c-python/rf-49b11d39a27843462b41
Marketing Manager,Michael Page,36.000€ - 45.000€,Sevilla,,02/04/2026,https://www.tecnoempleo.com/marketing-manager-michael-page/marketing/rf-78f2128ba209330a8a48
SAP CAR Consultant,Michael Page,,Barcelona,Híbrido,02/04/2026,https://www.tecnoempleo.com/sap-car-consultant-michael-page/hana/rf-3ca51024b22fd3e4de46
Analista Programador/a Flutter,Grupo Digital,,,Híbrido,02/04/2026,https://www.tecnoempleo.com/analista-programador-flutter-grupo-digital/dart/rf-fff1106fe2d5b35eb94a
Responsable de Producción Industrial,Page Personnel,,Córdoba,,02/04/2026,https://www.tecnoempleo.com/responsable-produccion-industrial-page-personnel/industrial/rf-b0ec112472be63346f40
Sr. Genesys Developer - Salesforce,Cognizant Technology Solutions,,Madrid,,02/04/2026,https://www.tecnoempleo.com/sr-genesys-developer-salesforce-cognizant-technolo/genesys-cloud-rest-apis/rf-83d21eefd2aff325f747
Trade Marketing,Michael Page,,Valencia,,02/04/2026,https://www.tecnoempleo.com/trade-marketing-michael-page/marketing/rf-724d183c5228a381f24b
Consultor/a de Ciberseguridad,GMV,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/consultor-ciberseguridad-gmv/ciberseguridad/rf-4b651b7072bc833b5c45
Data Engineer con PySpark,UST,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/data-engineer-con-pyspark-ust/python-aws/rf-80d71e72526213efa344
Programador PLC - Siemens (Freelance),HAYS,,Barcelona,Presencial,02/04/2026,https://www.tecnoempleo.com/programador-plc-siemens-freelance-hays/tia-portal-ladder/rf-93ab11e422c9a3704840
Consultor/a junior de Ciberseguridad,GMV,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/consultor-junior-ciberseguridad-gmv/ciberseguridad/rf-8f0c12a8229fd3e89d43
Técnicos/as de Mantenimiento,Michael Page,27.000€ - 36.000€,,Presencial,02/04/2026,https://www.tecnoempleo.com/tecnicos-mantenimiento-michael-page/plc/rf-7b3a1bce123493a0ac41
Data Governance,Page Personnel,48.000€ - 60.000€,Madrid,,02/04/2026,https://www.tecnoempleo.com/data-governance-page-personnel/data/rf-ce8f132f3276a3d66c4a
SAP GRC & Security Consultant,EY,,Málaga,,02/04/2026,https://www.tecnoempleo.com/sap-grc-security-consultant-ey/sap-grc/rf-7663194e2282237a9149
Apoyo al equipo de People,GMV,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/apoyo-al-equipo-people-gmv/excel-a3/rf-37451d0a224f33e7044a
Ingeniero de procesos - Automoción,Page Personnel,,Barcelona,Híbrido,02/04/2026,https://www.tecnoempleo.com/ingeniero-procesos-automocion-page-personnel/lean-pfmea/rf-075912caa250e3277243
Senior SAP ISU Consultant,HAYS,,Barcelona,,02/04/2026,https://www.tecnoempleo.com/senior-sap-isu-consultant-hays/abap/rf-a266162cb258f30ab440
Administrador/a de Redes,GMV,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/administrador-redes-gmv/tcp-ip-ospf/rf-936017bc72c8f3bf1f4b
Product manager inglés avanzado,Page Personnel,30.000€ - 36.000€,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/product-manager-ingles-avanzado-page-personnel/sap-pim/rf-26161b84b2a233cd014d
Programador C++ (h/m),Michael Page,,,,02/04/2026,https://www.tecnoempleo.com/programador-c-h-m-michael-page/c-c/rf-2fd9197b62f49355ff4f
Data Technical Expert (IA),UST,,Málaga,Híbrido,02/04/2026,https://www.tecnoempleo.com/data-technical-expert-ia-ust/python-sql/rf-868c1172f2b743f50645
Referente técnico / Data Lead con francés,Sopra Steria,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/referente-tecnico-data-lead-con-frances-sopra-ster/databricks-snowflake/rf-1074198d125903bdb84c
Data & AI Strategy Knowledge Graph Engineer,Accenture,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/data-ai-strategy-knowledge-graph-engineer-accentur/python-llm/rf-7dfa1e4b82eaa3dcb64b
Ingeniero/a de PKI,GMV,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/ingeniero-pki-gmv/ciberseguridad-criptografia/rf-969416e2121ec3474b42
SAP SuccessFactors Incentive Management Consultant,Grupo Digital,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/sap-successfactors-incentive-management-consultant/successfactors/rf-03f9125c42c523608e4b
Ingeniero/a de software C++,GMV,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/ingeniero-software-c-gmv/c-linux/rf-07e51725d22373eac246
Security Consultant SailPoint,Grupo Digital,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/security-consultant-sailpoint-grupo-digital/sailpoint/rf-e3fa1255923a13179740
Ingeniero/a de Diseño,Page Personnel,,Barcelona,,02/04/2026,https://www.tecnoempleo.com/ingeniero-diseno-page-personnel/ansys-cad/rf-01f711c1a2180370494a
Ingeniero/a de Software de IA,GMV,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/ingeniero-software-ia-gmv/inteligencia-artificial-llm/rf-ce471b9132657399bb49
Project Lead,HAYS,54.000€ - 60.000€,Barcelona,,02/04/2026,https://www.tecnoempleo.com/project-lead-hays/autocad-visio/rf-e20815a60277d3bbef45
Electromecánico/a,Page Personnel,27.000€ - 27.000€,Valencia,,02/04/2026,https://www.tecnoempleo.com/electromecanico-a-page-personnel/plc-tig/rf-823c13cd8207237b4e4c
Administrador/a Sistemas Junior (discapacidad),Randstad ES,,Madrid,,02/04/2026,https://www.tecnoempleo.com/administrador-sistemas-junior-discapacidad-randsta/linux-windows/rf-7ce91ff5927163afda44
IT Project Manager con francés,Sopra Steria,,Madrid,,02/04/2026,https://www.tecnoempleo.com/it-project-manager-con-frances-sopra-steria/project-manager/rf-ad531136c25b5359b343
Analista Funcional RPA (Blue Prism),Grupo Digital,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/analista-funcional-rpa-blue-prism-grupo-digital/blue-prism/rf-33371d3ef237431e6048
Técnico de Datos - ETL y Arquitecturas Cloud,Cajamar Tecnología,,Almería,Híbrido,02/04/2026,https://www.tecnoempleo.com/tecnico-datos-etl-arquitecturas-cloud-cajamar-tecn/sql-azure/rf-dd571e575289d3c9cb48
Desarrollador Java + WSO2,Sopra Steria,,Madrid,,02/04/2026,https://www.tecnoempleo.com/desarrollador-java-wso2-sopra-steria/mulesoft-apigee/rf-aa7215f54265e3731446
Junior Software Engineer Banca Privada,Santander,,Madrid,,02/04/2026,https://www.tecnoempleo.com/junior-software-engineer-banca-privada-santander/java-angular/rf-70ad148a825c23c68244
Analista Funcional Java/Oracle,Sopra Steria,,Madrid,,02/04/2026,https://www.tecnoempleo.com/analista-funcional-java-oracle-sopra-steria/db2-mongodb/rf-6ddd141862f523bbd741
Soporte Helpdesk L1,Randstad ES,,,,02/04/2026,https://www.tecnoempleo.com/soporte-helpdesk-l1-randstad-es/helpdesk/rf-ecc41173f265d3aa1e48
System Engineer,Michael Page,33.000€ - 45.000€,Granada,Híbrido,02/04/2026,https://www.tecnoempleo.com/system-engineer-michael-page/sistemas-hardware/rf-187e1ba502d54326b04a
Técnico/a de Supply Chain,Page Personnel,,Sevilla,Híbrido,02/04/2026,https://www.tecnoempleo.com/tecnico-supply-chain-page-personnel/supply-chain/rf-720612ed52cdd366204e
AP Microservicios,Grupo Digital,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/ap-microservicios-grupo-digital/java-openai/rf-76c419d032db836ed846
Druppal Developer,HAYS,,Madrid,,02/04/2026,https://www.tecnoempleo.com/druppal-developer-hays/drupal-php/rf-34af1d8a725143c57744
Field Service Engineer,HAYS,,,Híbrido,02/04/2026,https://www.tecnoempleo.com/field-service-engineer-hays/ingenieria/rf-9c6a191f82c093926246
Ingeniero/a Junior - Empresa Industrial,Michael Page,,,Presencial,02/04/2026,https://www.tecnoempleo.com/ingeniero-junior-empresa-industrial-michael-page/lean-5s/rf-8d7b1629d22283695e41
AI Full Stack Developer,HAYS,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/ai-full-stack-developer-hays/python-django/rf-9baa1efdd2e1e3610b44
Programador/a Frontend & UX/UI (Autónomo/a),Nextret,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/programador-frontend-ux-ui-autonomo-a-nextret/ux-ui-figma/rf-fb0d1ff90274f319ce4d
Ing Bank - Beca Data Analyst,Randstad ES,,Madrid,,02/04/2026,https://www.tecnoempleo.com/ing-bank-beca-data-analyst-randstad-es/php-sql/rf-b226112a626db37a1847
Network Engineer Expert,Randstad ES,,Barcelona,,02/04/2026,https://www.tecnoempleo.com/network-engineer-expert-randstad-es/sd-wan-routing/rf-22d2137ff2f163350c44
Responsable Oficina Técnica Mecánica,Michael Page,,Valencia,,02/04/2026,https://www.tecnoempleo.com/responsable-oficina-tecnica-mecanica-michael-page/robotica-hidraulica/rf-942a1e76b2e393d1d44b
Técnico ensayos de vibración - Espacio,Page Personnel,30.000€ - 45.000€,Barcelona,,02/04/2026,https://www.tecnoempleo.com/tecnico-ensayos-vibracion-espacio-page-personnel/ingenieria/rf-263411fca2eb632c034c
Ingeniero/a de Firmware Embebido,HAYS,,Valencia,,02/04/2026,https://www.tecnoempleo.com/ingeniero-firmware-embebido-hays/python/rf-b3b31b7852f063410245
Ingeniero/a desarrollo ent. prueba,GMV,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/ingeniero-desarrollo-ent-prueba-gmv/verificacion-validacion/rf-45511549e22e23f8304a
Consultor Martech - Adobe,Page Personnel,45.000€ - 60.000€,Madrid,,02/04/2026,https://www.tecnoempleo.com/consultor-martech-adobe-page-personnel/adobe/rf-6ac1133e527d73a8ef49
Senior Java Backend Developer,Randstad ES,,Madrid,,02/04/2026,https://www.tecnoempleo.com/senior-java-backend-developer-randstad-es/openapi/rf-9b651322228e63672143
Programador/a SAP,Michael Page,,,Presencial,02/04/2026,https://www.tecnoempleo.com/programador-sap-michael-page/abap-c/rf-99bb1fea0283235bac4f
Programador/a COBOL,HAYS,,,,02/04/2026,https://www.tecnoempleo.com/programador-cobol-hays/cobol/rf-63071c2dd214a3931e4e
Técnico DWDM,Page Personnel,,Madrid,,02/04/2026,https://www.tecnoempleo.com/tecnico-dwdm-page-personnel/nokia-edfa/rf-85ce194a421c83d35d4b
Desarrollador/a C#,Michael Page,,,Híbrido,02/04/2026,https://www.tecnoempleo.com/desarrollador-c-michael-page/c-net/rf-a2a61a7c825a9339f148
Tecnico/a Nomina y SS (Peoplenet),Grupo Digital,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/tecnico-nomina-ss-peoplenet-grupo-digital/meta4/rf-731312ee421e73ca6c4f
Técnico IT,Michael Page,,Barcelona,Híbrido,02/04/2026,https://www.tecnoempleo.com/tecnico-it-michael-page/windows-server-linux/rf-24ca1f8c3215738b4949
Information Protection Analyst Cybersecurity Team,Santander,,Madrid,,02/04/2026,https://www.tecnoempleo.com/information-protection-analyst-cybersecurity-team-/ciberseguridad/rf-bfe7117532a0b32c2849
Sales Director - (Client Partner I),UST,,Madrid,,02/04/2026,https://www.tecnoempleo.com/sales-director-client-partner-i-ust/it-digital-transformation/rf-341a1a88426b63b5914a
Developer Node - Cloud AWS,Seidorcons,,Madrid,,02/04/2026,https://www.tecnoempleo.com/developer-node-cloud-aws-seidorcons/node/rf-40d21db26202b337af47
SAP Cutover Lead,Grupo Digital,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/sap-cutover-lead-grupo-digital/sap/rf-091f145cf21923082147
Electromecánico/a,HAYS,,Valencia,,02/04/2026,https://www.tecnoempleo.com/electromecanico-a-hays/electromecanica-automatizacion/rf-b504195f921523f7bb4b
Ingeniero/a de procesos (industrial),Michael Page,,Lleida,Presencial,02/04/2026,https://www.tecnoempleo.com/ingeniero-procesos-industrial-michael-page/automatizacion/rf-1bf717d2c2b063e7024d
Ingeniero de Diseño Mecánico,Page Personnel,36.000€ - 45.000€,Barcelona,,02/04/2026,https://www.tecnoempleo.com/ingeniero-diseno-mecanico-page-personnel/cad/rf-b1af1dfc12edc3b7d14e
Mid-Level Big Data Developer,Talan,,Málaga,Híbrido,02/04/2026,https://www.tecnoempleo.com/mid-level-big-data-developer-talan/spark-scala/rf-8fb61a41026bf398a94d
Project Engineer Subestaciones,Michael Page,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/project-engineer-subestaciones-michael-page/ingenieria/rf-f6361419229f5344e444
Programador/a BUSINESS CENTRAL,Michael Page,,Valencia,Presencial,02/04/2026,https://www.tecnoempleo.com/programador-business-central-michael-page/business-central-azure/rf-ba9b12fee27333e6434f
Ingeniero/a de Pruebas para IA,GMV,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/ingeniero-pruebas-para-ia-gmv/inteligencia-artificial-llms/rf-8de112c8b279f374b441
Project Manager,Michael Page,,,,02/04/2026,https://www.tecnoempleo.com/project-manager-michael-page/office-sap/rf-acdd193f92efb3fce442
Arquitecto Software Java,Randstad ES,,Barcelona,,02/04/2026,https://www.tecnoempleo.com/arquitecto-software-java-randstad-es/spring-cloud/rf-a4f61984c23143147e42
Programador PLC,HAYS,,Barcelona,,02/04/2026,https://www.tecnoempleo.com/programador-plc-hays/siemens-tia-portal/rf-8b0c106542fd13d1ef45
Senior AI Scientist Knowledge Base,Santander,,Madrid,,02/04/2026,https://www.tecnoempleo.com/senior-ai-scientist-knowledge-base-santander/python-data-science/rf-59881e43c26883a1d74d
"Data, Analytics & AI",Accenture,,,,02/04/2026,https://www.tecnoempleo.com/data-analytics-ai-accenture/big-data-cloud/rf-921e1839a24303d34543
PySpark Developer - Remoto,UST,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/pyspark-developer-remoto-ust/python-github/rf-37311e4eb2b2c3ea014a
Software Integration,Page Personnel,48.000€ - 60.000€,Madrid,,02/04/2026,https://www.tecnoempleo.com/software-integration-page-personnel/software/rf-6b291f8f626c03a54d43
Tco. Soporte Sistemas con discapacidad,Page Personnel,24.000€ - 30.000€,Madrid,,02/04/2026,https://www.tecnoempleo.com/tco-soporte-sistemas-con-discapacidad-page-personn/microinformatica/rf-18c415bfc21b230f7546
Adobe Experience Manager (AEM),Second Window,,Madrid,,02/04/2026,https://www.tecnoempleo.com/adobe-experience-manager-aem-second-window/adobe-experience-manager-javasc/rf-921f1b4522eed36eb04a
Programador/a PLC y Eplan Senior,Randstad ES,,Madrid,,02/04/2026,https://www.tecnoempleo.com/programador-plc-eplan-senior-randstad-es/siemens-rockwell/rf-b4ce1224220a23fca544
Data Architect / Tech Lead Gobierno del Dato,Grupo Digital,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/data-architect-tech-lead-gobierno-del-dato-grupo-d/gcp/rf-019e153dc2725386cb4d
SOAR Integration Engineer - SDS,Santander,,Madrid,,02/04/2026,https://www.tecnoempleo.com/soar-integration-engineer-sds-santander/soc-crowdstrike/rf-00c7126e52b543429345
Ingeniero/a electrónico digital FPGA,GMV,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/ingeniero-electronico-digital-fpga-gmv/fpga/rf-14fb18b5726eb36f2344
Ingeniero/a Automatización Senior,HAYS,48.000€ - 54.000€,Barcelona,Híbrido,02/04/2026,https://www.tecnoempleo.com/ingeniero-automatizacion-senior-hays/plc-eplan/rf-680d119c92aae3e54548
Robotic Software Developer,Randstad ES,,Barcelona,,02/04/2026,https://www.tecnoempleo.com/robotic-software-developer-randstad-es/c-solid/rf-999e10e9b2c6d32be042
Senior ServiceNow Developer,EPAM,,Madrid,,02/04/2026,https://www.tecnoempleo.com/senior-servicenow-developer-epam/javascript-glide-api/rf-44ff113c4258a32a3b4e
PMO Digital Analyst,Page Personnel,,Barcelona,Híbrido,02/04/2026,https://www.tecnoempleo.com/pmo-digital-analyst-page-personnel/jira-sharepoint/rf-51191111b22a53b58c4c
Senior .NET Developer,Talan,,Málaga,,02/04/2026,https://www.tecnoempleo.com/senior-net-developer-talan/net-net-core/rf-9cac1b3f828523aa3843
IOT Technical Support Engineer,Page Personnel,,Barcelona,Híbrido,02/04/2026,https://www.tecnoempleo.com/iot-technical-support-engineer-page-personnel/modbus-knx/rf-7370149eb2a8d37a1145
IT System Administrator,Randstad ES,,Madrid,Presencial,02/04/2026,https://www.tecnoempleo.com/it-system-administrator-randstad-es/windows-server-active-directory/rf-bcd615a1722f6328ca48
Ingeniero/a software,GMV,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/ingeniero-software-gmv/c-c/rf-b0c4128d728223b8ad4f
Técnico/a Gestión de Procesos,GMV,,Madrid,,02/04/2026,https://www.tecnoempleo.com/tecnico-gestion-procesos-gmv/servicenow-itsm/rf-955312ab12bc53580942
Administrador/a de Sistemas,Michael Page,,Valencia,Híbrido,02/04/2026,https://www.tecnoempleo.com/administrador-sistemas-michael-page/windows-server-linux/rf-536e1ff1e2de53a3e644
IT Integration lead,Michael Page,,Barcelona,Híbrido,02/04/2026,https://www.tecnoempleo.com/it-integration-lead-michael-page/itil/rf-31861774f2447346d04c
Lead Data Software Engineer,EPAM,,Málaga,,02/04/2026,https://www.tecnoempleo.com/lead-data-software-engineer-epam/scala-spark/rf-ce5611ea62b203830848
Programador/a Odoo,LÃBERIT,,Valencia,Híbrido,02/04/2026,https://www.tecnoempleo.com/programador-odoo-l-berit/python-postgresql/rf-41a31fbf8263039b734f
Arquitecto/a de ciberseguridad,GMV,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/arquitecto-ciberseguridad-gmv/redes-virtualizacion/rf-905b19cdd244d3931b4e
Prácticas: SecDevOps & Security Monitoring,GMV,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/practicas-secdevops-security-monitoring-gmv/linux-redes/rf-f5f51f8082df63395c4e
Director/a IT,Michael Page,,Valencia,Presencial,02/04/2026,https://www.tecnoempleo.com/director-it-michael-page/sap-navision/rf-e3ae16ab02cea3783143
Ingeniero/a de Software Full-Stack,GMV,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/ingeniero-software-full-stack-gmv/node-angular/rf-1b0e1d95126b03f67c43
Consultor/a funcional F&O,HAYS,,,Híbrido,02/04/2026,https://www.tecnoempleo.com/consultor-funcional-f-o-hays/dynamics-365-business-central/rf-908f1809827fc375434f
Ingeniero de desarrollo - Sector Eólico,Michael Page,,,,02/04/2026,https://www.tecnoempleo.com/ingeniero-desarrollo-sector-eolico-michael-page/ingenieria/rf-25791945d2a3d3b33447
Desarrollador/a software (Node.js & Ang,GMV,,Sevilla,Híbrido,02/04/2026,https://www.tecnoempleo.com/desarrollador-software-nodejs-ang-gmv/nodejs-angular/rf-adad1e3fe2677305474e
Ingeniero/a I+D,Michael Page,,Valencia,,02/04/2026,https://www.tecnoempleo.com/ingeniero-i-d-michael-page/i-d/rf-1dbb1c9a42ecc3e29848
Senior SAP UI5 Developer,EPAM,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/senior-sap-ui5-developer-epam/sap-ui5-sap-fiori/rf-dc0f1c141297e3c5bf48
Técnico/a Informático/a,HAYS,,,Presencial,02/04/2026,https://www.tecnoempleo.com/tecnico-informatico-a-hays/windows-linux/rf-283b11ab92c6b3d7a848
Process Engineer - Industrial Site,Michael Page,,,,02/04/2026,https://www.tecnoempleo.com/process-engineer-industrial-site-michael-page/cnc/rf-714818fcc2a7c3c55a46
Delineante/Proyectista,Michael Page,,,,02/04/2026,https://www.tecnoempleo.com/delineante-proyectista-michael-page/autocad-solidworks/rf-75a5172562e873533f49
Consultor/a SAP CX (CRM/SOM y BOL),Grupo Digital,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/consultor-sap-cx-crm-som-bol-grupo-digital/ams-agile/rf-07311521c287238af14c
Programador PLC y Robótica,Page Personnel,,Córdoba,,02/04/2026,https://www.tecnoempleo.com/programador-plc-robotica-page-personnel/siemens-tia-portal/rf-b06b13f6f2af53f4434d
Consultor SAP EWM + PM (Ingles),Grupo Digital,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/consultor-sap-ewm-pm-ingles-grupo-digital/sap-ewm-sap-pm/rf-b2ae18d262f67329f646
Responsable de Servicio Asistencia,Michael Page,,,,02/04/2026,https://www.tecnoempleo.com/responsable-servicio-asistencia-michael-page/hidraulica-mecanica/rf-4b091f3452db73505244
"Data Scientist, Amazon Books",Amazon,,Madrid,,02/04/2026,https://www.tecnoempleo.com/data-scientist-amazon-books-amazon/machine-learning-sql/rf-72d016ab223193f0f446
Desarrollador Frontend Angular,Randstad ES,,Madrid,,02/04/2026,https://www.tecnoempleo.com/desarrollador-frontend-angular-randstad-es/typescript-gis/rf-32d11ab6e2c6137dbc42
Administrador/a de Redes,Invoin,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/administrador-redes-invoin/redes-cisco-ios-servicenow/rf-b43c109b12708371e846
Ingeniero/a Monitorización Python Grafana Elastic,Serem,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/ingeniero-monitorizacion-python-grafana-elastic-se/python/rf-1fd31621225c837d7449
Senior Solution Architect (Genesys Cloud),Baoss,,Barcelona,Híbrido,02/04/2026,https://www.tecnoempleo.com/senior-solution-architect-genesys-cloud-baoss/genesys-cloud-ccaas/rf-6c2f1892123e83440342
Modelador BIM Senior,Invoin,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/modelador-bim-senior-invoin/revit-mep/rf-87921215a2c943926144
Mid - Software Development JAVA,Solera,,Sevilla,,02/04/2026,https://www.tecnoempleo.com/mid-software-development-java-solera/spring/rf-413b1ed4f2fe63c8ad49
Mid .NET Software Development Engineer,Solera,,Sevilla,,02/04/2026,https://www.tecnoempleo.com/mid-net-software-development-engineer-solera/net-c/rf-011f148f726c831ba34e
Senior QA Automation Engineer,Seltime,,,100% remoto,02/04/2026,https://www.tecnoempleo.com/senior-qa-automation-engineer-seltime/selenium-appium/rf-1304159342e573281042
Técnico/a Sistemas Experto/a en Redes y Seguridad,Alcampo,,Madrid,Híbrido,02/04/2026,https://www.tecnoempleo.com/tecnico-sistemas-experto-en-redes-seguridad-alcamp/gaia-fortigate/rf-0ab416bbb291e3696943
Developer/a Fullstack Angular + Node.js,CAS TRAINING,,Barcelona,Híbrido,02/04/2026,https://www.tecnoempleo.com/developer-fullstack-angular-nodejs-cas-training/nodejs-devops/rf-a4bc1a438243a349e54a
ServiceNow Engineer / Developer,PANEL Sistemas Informáticos,,Madrid,Presencial,02/04/2026,https://www.tecnoempleo.com/servicenow-engineer-developer-panel-sistemas-infor/csa-javascript/rf-dd7012ac12423349984f
Desarrollador/a de Aplicaciones,Baoss,15.000€ - 30.000€,Santander,Presencial,02/04/2026,https://www.tecnoempleo.com/desarrollador-aplicaciones-baoss/net/rf-dbb911a3f2e9b3f92e45
OT Cybersecurity Specialist,UST,,Barcelona,Híbrido,01/04/2026,https://www.tecnoempleo.com/ot-cybersecurity-specialist-ust/nozomi-ciberseguridad/rf-f84d14558212a3cb704a
Azure Solutions Architect (Remote from Spain),UST,,,100% remoto,01/04/2026,https://www.tecnoempleo.com/azure-solutions-architect-remote-from-spain-ust/oracle-as-400/rf-5b7a13fa120223eabe4f
Cyber Defense Engineer - Evinova,AstraZeneca,,Barcelona,Híbrido,01/04/2026,https://www.tecnoempleo.com/cyber-defense-engineer-evinova-astrazeneca/ciberseguridad-siem/rf-b1ac1b01329993889f4e
Senior Data Lead Engineer,HAYS,,Málaga,Híbrido,01/04/2026,https://www.tecnoempleo.com/senior-data-lead-engineer-hays/python-sql/rf-4907128b02b283719444
Fullstack Java & React (C1 Inglés),Serem,,,100% remoto,01/04/2026,https://www.tecnoempleo.com/fullstack-java-react-c1-ingles-serem/spring-groovy/rf-225a1d69d2f8e3851a42
Programador/Analista Programador Java,Serem,,,100% remoto,01/04/2026,https://www.tecnoempleo.com/programador-analista-programador-java-serem/spring-jpa/rf-51ab13dbf21963274742
Técnico Gestión Identidades y Accesos (PAM/IAM),Second Window,,Madrid,,01/04/2026,https://www.tecnoempleo.com/tecnico-gestion-identidades-accesos-pam-iam-second/pam/rf-bebc189a72b493dcd548
Integration Engineer (MIRTH),Baoss,,Madrid,Híbrido,01/04/2026,https://www.tecnoempleo.com/integration-engineer-mirth-baoss/soap-sql-server/rf-900e194bc2251360cb49
Arquitecto de Soluciones,Serem,,Barcelona,Híbrido,01/04/2026,https://www.tecnoempleo.com/arquitecto-soluciones-serem/api-hris/rf-0d32109cb2f2f39d1149
Technical Manager API Management (Remoto),CMV Consultores,,,100% remoto,01/04/2026,https://www.tecnoempleo.com/technical-manager-api-management-remoto-cmv-consul/apigee-terraform/rf-01eb10ed8219636b7a46
Técnico Gestión de Incidencias IT,PSS,24.000€ - 27.000€,Barcelona,Híbrido,01/04/2026,https://www.tecnoempleo.com/tecnico-gestion-incidencias-it-pss/jira-remedy/rf-04fd18c282d3234a534d
Software Engineer - COBOL / DB2,CMV Consultores,30.000€ - 45.000€,,100% remoto,01/04/2026,https://www.tecnoempleo.com/software-engineer-cobol-db2-cmv-consultores/sql/rf-0cbb173c1281c33c644f
DBA SQL Server v2019/2022,PSS,30.000€ - 36.000€,Madrid,Híbrido,01/04/2026,https://www.tecnoempleo.com/dba-sql-server-v2019-2022-pss/sql-server-onpremise/rf-38081862e26f5378d447
Técnico/a Renove,Grupo Sermicro,,Murcia,,01/04/2026,https://www.tecnoempleo.com/tecnico-renove-grupo-sermicro/ticketing-soporte/rf-4007130302af1312fa4d
Técnico en soporte informático,4 Servicios informaticos alicante murcia,,Murcia,Presencial,01/04/2026,https://www.tecnoempleo.com/tecnico-en-soporte-informatico-4-servicios-informa/hardware-helpdesk/rf-13ae1ee42241b3cdd940
Senior Programmer Cobol & RSI,CMV Consultores,24.000€ - 30.000€,,100% remoto,01/04/2026,https://www.tecnoempleo.com/senior-programmer-cobol-rsi-cmv-consultores/cobol/rf-1e411fcac2b903603a4c
